DEV001,SND004,0.0,11/10/2020 10:53:44 AM
DEV001,SND005,0.0,11/10/2020 10:53:45 AM
DEV001,SND015,0.0,11/10/2020 10:53:45 AM
DEV001,SND007,202.1552,11/10/2020 10:53:45 AM
DEV001,SND008,28,11/10/2020 10:53:32 AM
DEV001,SND011,0,11/10/2020 10:53:29 AM
DEV001,SND012,27.25,11/10/2020 10:53:46 AM
DEV001,SND003,0.0,11/10/2020 10:53:44 AM
DEV001,SND013,0.113883,11/10/2020 10:53:46 AM
DEV001,SND009,0,11/10/2020 10:53:46 AM
DEV001,SND010,27,11/10/2020 10:53:49 AM
DEV001,SND011,35,11/10/2020 10:53:49 AM
DEV001,SND012,27,11/10/2020 10:53:49 AM
DEV001,SND013,0.113883,11/10/2020 10:53:49 AM
DEV001,SND009,0,11/10/2020 10:53:49 AM
DEV001,SND008,1213,11/10/2020 10:53:50 AM
DEV001,SND010,27,11/10/2020 10:53:51 AM
DEV001,SND009,0,11/10/2020 10:53:24 AM
DEV001,SND011,34,11/10/2020 10:53:51 AM
DEV001,SND012,26.25,11/10/2020 10:53:51 AM
DEV001,SND013,0.118277,11/10/2020 10:53:51 AM
DEV001,SND008,1214,11/10/2020 10:53:52 AM
DEV001,SND010,0,11/10/2020 10:53:53 AM
DEV001,SND011,0,11/10/2020 10:53:54 AM
DEV001,SND012,25.75,11/10/2020 10:53:54 AM
DEV001,SND013,0.113883,11/10/2020 10:53:54 AM
DEV001,SND009,0,11/10/2020 10:53:55 AM
DEV001,SND008,1213,11/10/2020 10:53:55 AM
DEV001,SND003,0.0,11/10/2020 10:53:56 AM
DEV001,SND001,0.0,11/10/2020 10:53:56 AM
DEV001,SND002,0.0,11/10/2020 10:53:56 AM
DEV001,SND014,0.0,11/10/2020 10:53:56 AM
DEV001,SND010,0,11/10/2020 10:53:46 AM
DEV001,SND004,0.0,11/10/2020 10:53:56 AM
DEV001,SND005,0.0,11/10/2020 10:53:56 AM
DEV001,SND015,0.0,11/10/2020 10:53:56 AM
DEV001,SND007,200.7238,11/10/2020 10:53:56 AM
DEV001,SND010,0,11/10/2020 10:53:57 AM
DEV001,SND011,0,11/10/2020 10:53:46 AM
DEV001,SND012,26,11/10/2020 10:53:57 AM
DEV001,SND013,0.116813,11/10/2020 10:53:57 AM
DEV001,SND009,0,11/10/2020 10:53:58 AM
DEV001,SND008,1213,11/10/2020 10:53:58 AM
DEV001,SND010,27,11/10/2020 10:53:59 AM
DEV001,SND011,34,11/10/2020 10:53:59 AM
DEV001,SND012,27.25,11/10/2020 10:53:59 AM
DEV001,SND013,0.116813,11/10/2020 10:53:59 AM
DEV001,SND003,0.0,11/10/2020 10:54:01 AM
DEV001,SND001,0.0,11/10/2020 10:54:01 AM
DEV001,SND002,0.0,11/10/2020 10:54:01 AM
DEV001,SND014,0.0,11/10/2020 10:54:01 AM
DEV001,SND006,0.0,11/10/2020 10:54:01 AM
DEV001,SND006,0.0,11/10/2020 10:53:56 AM
DEV001,SND005,0.0,11/10/2020 10:54:01 AM
DEV001,SND015,0.0,11/10/2020 10:54:01 AM
DEV001,SND007,199.3058,11/10/2020 10:54:01 AM
DEV001,SND009,0,11/10/2020 10:54:02 AM
DEV001,SND011,0,11/10/2020 10:53:57 AM
DEV001,SND010,27,11/10/2020 10:54:04 AM
DEV001,SND011,34,11/10/2020 10:54:04 AM
DEV001,SND008,43,11/10/2020 10:53:46 AM
DEV001,SND012,30.25,11/10/2020 10:54:04 AM
DEV001,SND013,0.113883,11/10/2020 10:54:04 AM
DEV001,SND003,0.0,11/10/2020 10:54:04 AM
DEV001,SND001,0.0,11/10/2020 10:54:04 AM
DEV001,SND002,0.0,11/10/2020 10:54:04 AM
DEV001,SND014,0.0,11/10/2020 10:54:04 AM
DEV001,SND004,0.0,11/10/2020 10:54:04 AM
DEV001,SND005,0.0,11/10/2020 10:54:04 AM
DEV001,SND015,0.0,11/10/2020 10:54:05 AM
DEV001,SND004,0.0,11/10/2020 10:54:01 AM
DEV001,SND009,0,11/10/2020 10:54:06 AM
DEV001,SND008,1214,11/10/2020 10:54:06 AM
DEV001,SND010,0,11/10/2020 10:54:07 AM
DEV001,SND011,0,11/10/2020 10:54:07 AM
DEV001,SND012,44,11/10/2020 10:54:07 AM
DEV001,SND013,0.116813,11/10/2020 10:54:07 AM
DEV001,SND009,0,11/10/2020 10:54:08 AM
DEV001,SND008,1213,11/10/2020 10:54:08 AM
DEV001,SND010,0,11/10/2020 10:54:09 AM
DEV001,SND011,0,11/10/2020 10:54:09 AM
DEV001,SND012,53.75,11/10/2020 10:54:09 AM
DEV001,SND013,0.115348,11/10/2020 10:54:09 AM
DEV001,SND009,0,11/10/2020 10:54:10 AM
DEV001,SND008,27,11/10/2020 10:54:10 AM
DEV001,SND003,0.0,11/10/2020 10:54:11 AM
DEV001,SND001,0.0,11/10/2020 10:54:11 AM
DEV001,SND002,0.0,11/10/2020 10:54:11 AM
DEV001,SND014,0.0,11/10/2020 10:54:11 AM
DEV001,SND006,0.0,11/10/2020 10:54:11 AM
DEV001,SND004,0.0,11/10/2020 10:54:12 AM
DEV001,SND005,0.0,11/10/2020 10:54:12 AM
DEV001,SND007,199.3058,11/10/2020 10:54:05 AM
DEV001,SND007,197.9009,11/10/2020 10:54:12 AM
DEV001,SND010,0,11/10/2020 10:54:13 AM
DEV001,SND006,0.0,11/10/2020 10:54:04 AM
DEV001,SND012,58.25,11/10/2020 10:54:13 AM
DEV001,SND013,0.110953,11/10/2020 10:54:13 AM
DEV001,SND009,0,11/10/2020 10:54:14 AM
DEV001,SND008,15,11/10/2020 10:54:03 AM
DEV001,SND003,0.0,11/10/2020 10:54:14 AM
DEV001,SND001,0.0,11/10/2020 10:54:15 AM
